A1BG
BAZ1A
BAZ1B
BBC3
BBIP1
BBS10
BBS2
BBS4
BBS9
BBX
BCAM
BCAP29
BCAR3
BCAS1
BCAS3
BCAT2
BCDIN3D
BCHE
BCL11A
BCL2L14
BCL6
BCL6B
BCL7C
BCL9
BCLAF1
BCORL1
BDH1
BDKRB2
BDNF
BDP1
BEGAIN
BEND3
BEND4
BEND7
BET1
BEX2
BEX5
BFSP1
BGN
BHLHE22
BHLHE40
BHLHE41
BICD1
BICD2
BIRC2
BIVM
BLM
BLOC1S3
BMF
BMP1
BMP10
BMP2
BMP4
BMP5
BMP6
BMP7
BMPER
BMPR1A
BMS1
BNC1
BNC2
BNIP3
BNIP3L
BOC
BOD1L
BOLA1
BOP1
BPHL
BPTF
BRCA2
BRD7
BRD9
BRMS1
BRMS1L
BRPF1
BRSK2
BSCL2
BSN
BST2
BTBD10
BTBD11
BTBD3
BTBD9
BTF3L4
BTG1
BTG2
BTG3
BTN2A2
BTN3A2
BYSL
C10orf105
C10orf114
C10orf12
C10orf2
C10orf35
C10orf47
C10orf82
C10orf88
C11orf45
C11orf48
C11orf54
C11orf63
C11orf70
C11orf74
C11orf83
C11orf87
C11orf9
C12orf23
C12orf26
C12orf29
C12orf34
C12orf45
C12orf59
C12orf76
C14orf119
C14orf129
C14orf133
C14orf142
C14orf159
C14orf21
C14orf28
C14orf37
C14orf39
C14orf45
C14orf49
C14orf80
C15orf2
C15orf38
C15orf38-AP3S2
C15orf39
C15orf42
C15orf59
C15orf63
C16orf42
C16orf45
C16orf46
C16orf48
C16orf58
C16orf59
C16orf7
C16orf89
C16orf91
C17orf100
C17orf103
C17orf104
C17orf107
C17orf39
C17orf53
C17orf56
C17orf57
C17orf61
C17orf63
C17orf70
C17orf89
C17orf96
C18orf1
C18orf32
C18orf34
C19orf12
C19orf24
C19orf25
C19orf29
C19orf44
C19orf46
C19orf48
C19orf70
C19orf77
C1GALT1
C1GALT1C1
C1orf106
C1orf109
C1orf114
C1orf115
C1orf116
C1orf151-NBL1
C1orf172
C1orf173
C1orf187
C1orf201
C1orf21
C1orf210
C1orf226
C1orf233
C1orf56
C1orf61
C1orf63
C1orf88
C1orf9
C1orf94
C1orf95
C1QL3
C1QTNF1
C1QTNF3
C1QTNF6
C1RL
C1S
C20orf112
C20orf132
C20orf160
C20orf194
C20orf27
C20orf94
C20orf96
C21orf59
C21orf91
C22orf32
C22orf39
C22orf46
C2CD2
C2CD4C
C2orf15
C2orf28
C2orf63
C2orf74
C2orf80
C2orf83
C2orf89
C3
C3orf15
C3orf32
C3orf36
C3orf52
C3orf64
C3orf67
C3orf80
C4orf19
C4orf3
C4orf32
C4orf33
C4orf34
C4orf47
C4orf49
C5
C5orf15
C5orf24
C5orf28
C5orf30
C5orf4
C5orf42
C5orf44
C5orf54
C5orf60
C5orf62
C5orf63
C5orf65
C6orf108
C6orf132
C6orf141
C6orf162
C6orf203
C6orf211
C6orf223
C6orf225
C6orf57
C7
C7orf41
C7orf46
C7orf55
C7orf58
C7orf60
C7orf63
C8orf31
C8orf34
C8orf4
C8orf40
C8orf42
C8orf44
C8orf44-SGK3
C8orf48
C8orf59
C8orf80
C8orf83
C8orf84
C8orf85
C9orf114
C9orf129
C9orf135
C9orf167
C9orf174
C9orf47
C9orf66
C9orf72
C9orf78
C9orf91
C9orf95
CA10
CA11
CA12
CA13
CA2
CA3
CA8
CAB39L
CABLES1
CACFD1
CACHD1
CACNA1A
CACNA1C
CACNA1E
CACNA1G
CACNA2D3
CACNB1
CACNB2
CACNB3
CACNB4
CACNG4
CACNG7
CAD
CADM1
CADM2
CADM3
CADM4
CADPS
CADPS2
CALB1
CALB2
CALCB
CALCOCO1
CALCOCO2
CALCR
CALCRL
CALM2
CALN1
CALU
CAMK2A
CAMK2D
CAMK2G
CAMK4
CAMKK1
CAMKK2
CAMKV
CAMSAP3
CAMTA1
CAND2
CAP2
CAPG
CAPN12
CAPN13
CAPN14
CAPN2
CAPN3
CAPS2
CAPZA2
CARD10
CARD11
CASD1
CASK
CASKIN2
CASP10
CASP2
CASP7
CASQ1
CASQ2
CAST
CATSPER2
CAV1
CAV2
CBLB
CBLC
CBLN1
CBLN2
CBR1
CBR3
CBS
CBWD1
CBWD5
CBWD6
CBX4
CBX6
CBX7
CC2D1A
CCBE1
CCBL1
CCDC101
CCDC104
CCDC109B
CCDC110
CCDC111
CCDC112
CCDC12
CCDC120
CCDC121
CCDC124
CCDC126
CCDC129
CCDC134
CCDC137
CCDC141
CCDC144A
CCDC149
CCDC150
CCDC157
CCDC160
CCDC167
CCDC169
CCDC169-SOHLH2
CCDC18
CCDC28A
CCDC3
CCDC47
CCDC50
CCDC51
CCDC53
CCDC57
CCDC60
CCDC64
CCDC64B
CCDC71L
CCDC74B
CCDC8
CCDC80
CCDC81
CCDC84
CCDC86
CCDC88B
CCDC88C
CCDC90B
CCDC92
CCDC94
CCDC97
CCKBR
CCL16
CCL2
CCL28
CCND1
CCND2
CCND3
CCNDBP1
CCNE1
CCNG1
CCNG2
CCNI
CCPG1
CCRN4L
CCT6B
CD101
CD109
CD151
CD164
CD177
CD1D
CD200
CD226
CD24
CD248
CD300E
CD302
CD34
CD3EAP
CD4
CD44
CD46
CD47
CD48
CD58
CD59
CD63
CD74
CD82
CD83
CD9
CD93
CD97
CD99
CD99L2
CDA
CDC14A
CDC14B
CDC25A
CDC37
CDC42
CDC42BPG
CDC42EP1
CDC42EP3
CDC42EP4
CDC6
CDCA5
CDCP1
CDH1
CDH10
CDH11
CDH12
CDH13
CDH2
CDH20
CDH23
CDH24
CDH3
CDH4
CDH5
CDH6
CDH8
CDHR1
CDK1
CDK11B
CDK12
CDK14
CDK15
CDK18
CDK5
CDK6
CDKL1
CDKL3
CDKN1A
CDKN1B
CDKN1C
CDKN2A
CDKN2B
CDKN2C
CDON
CDR1
CDR2L
CDS2
CDT1
CDV3
CDX1
CDX2
CDX4
CDYL2
CEACAM1
CEBPB
CECR2
CECR5
CECR6
CELF2
CELF4
CELSR1
CELSR2
CELSR3
CENPB
CENPE
CENPF
CENPK
CEP112
CEP128
CEP152
CEP19
CEP250
CEP44
CEP55
CEP68
CEP72
CEP85L
CEP97
CER1
CERCAM
CERS4
CFC1B
CFLAR
CGGBP1
CGN
CGNL1
CGRRF1
CHAC1
CHAF1A
CHAMP1
CHD1
CHD4
CHD5
CHD7
CHDH
CHERP
CHGA
CHGB
CHIC2
CHKB
CHL1
CHML
CHMP1B
CHMP4A
CHMP4C
CHMP5
CHN1
CHN2
CHODL
CHP2
CHRD
CHRDL1
CHRNA1
CHRNA5
CHRNA7
CHRNA9
CHRNB2
CHST1
CHST10
CHST11
CHST14
CHST2
CHST3
CHST4
CHST6
CHST7
CHST8
CHST9
CHSY1
CIB1
CIRH1A
CISH
CITED2
CKLF
CKM
CKMT1A
CKMT1B
CLCN4
CLCN7
CLCNKB
CLDN1
CLDN10
CLDN11
CLDN16
CLDN2
CLDN23
CLDN3
CLDN4
CLDN6
CLDN7
CLDND1
CLEC11A
CLEC1A
CLEC1B
CLGN
CLIC6
CLIP3
CLIP4
CLK1
CLN6
CLSPN
CLSTN2
CLSTN3
CLTB
CLU
CLVS2
CLYBL
CMC2
CMKLR1
CMPK2
CMTM6
CMTM7
CMYA5
CNGA3
CNGA4
CNIH2
CNIH3
CNKSR2
CNKSR3
CNN1
CNN3
CNNM2
CNOT6L
CNOT8
CNPPD1
CNTFR
CNTN1
CNTN3
CNTN4
CNTNAP1
CNTNAP2
CNTNAP3
CNTNAP3B
CNTNAP5
COA5
COBL
COBLL1
COCH
COG5
COG6
COL11A1
COL11A2
COL13A1
COL14A1
COL15A1
COL17A1
COL19A1
COL1A1
COL1A2
COL23A1
COL24A1
COL25A1
COL27A1
COL2A1
COL3A1
COL4A1
COL4A2
COL4A5
COL4A6
COL5A1
COL5A2
COL5A3
COL6A1
COL6A2
COL6A3
COL6A5
COL6A6
COL9A1
COL9A2
COLEC10
COLEC12
COMMD10
COMMD3
COMMD3-BMI1
COMMD4
COMMD6
COMMD7
COMMD8
COMT
COPB1
COQ10B
CORO1A
CORO1C
CORO2A
CORO2B
CORO7
CORO7-PAM16
COTL1
COX7A2L
COX7B
CP
CPAMD8
CPE
CPEB1
CPEB2
CPEB4
CPN2
CPNE2
CPNE3
CPNE4
CPNE7
CPNE8
CPQ
CPS1
CPT1A
CPVL
CPXM1
CPXM2
CPZ
CR1L
CR2
CRABP1
CRABP2
CRAT
CRB2
CRB3
CRBN
CREB3L1
CREB3L2
CREBBP
CREBL2
CREBRF
CREG1
CRELD1
CRELD2
CRHBP
CRIP1
CRISPLD2
CRLF1
CROCC
CROT
CRTAP
CRTC3
CRYBB1
CRYL1
CRYM
CRYZL1
CSF1
CSF3R
CSGALNACT1
CSMD1
CSMD2
CSMD3
CSPG4
CSRNP3
CSRP1
CST1
CST3
CSTF2
CTAGE15P
CTAGE4
CTAGE6P
CTBP2
CTBS
CTC1
CTCF
CTDP1
CTDSPL
CTGF
CTH
CTHRC1
CTIF
CTNNA2
CTNNA3
CTNNBIP1
CTNNBL1
CTNND2
CTPS
CTRL
CTSB
CTSH
CTSK
CTSL2
CTSO
CTSS
CUBN
CUEDC1
CUX2
CUZD1
CWC25
CWC27
CXCL12
CXCL14
CXCL3
CXCL5
CXCR4
CXCR5
CXCR7
CXorf26
CXorf57
CXorf69
CXXC1
CXXC4
CXXC5
CYB561D2
CYB5A
CYB5D1
CYB5D2
CYB5RL
CYBRD1
CYFIP2
CYGB
CYLD
CYP19A1
CYP1B1
CYP24A1
CYP26A1
CYP27A1
CYP2B6
CYP2J2
CYP2R1
CYP2S1
CYP2U1
CYP39A1
CYP3A43
CYP4X1
CYP7B1
CYR61
CYS1
CYSLTR2
CYSTM1
D4S234E
DAAM1
DAAM2
DAB1
DAB2
DACH1
DACH2
DACT1
DACT2
DACT3
DAD1
DAGLA
DAND5
DAP
DAXX
DAZAP1
DAZAP2
DBC1
DBF4B
DBNDD1
DBNDD2
DBX2
DCAF15
DCAF4
DCAF6
DCC
DCDC2
DCHS1
DCK
DCLK1
DCLK3
DCPS
DCTN1
DCTN2
DCTN3
DCUN1D1
DCX
DCXR
DDAH1
DDB2
DDHD2
DDI2
DDIT3
DDIT4
DDIT4L
DDR1
DDR2
DDRGK1
DDX10
DDX11
DDX21
DDX24
DDX25
DDX27
DDX28
DDX39B
DDX42
DDX46
DDX49
DDX51
DDX54
DDX56
DDX58
DDX60L
DEC1
DECR1
DEF6
DENND1B
DENND2A
DENND4C
DENND5A
DENND5B
DEPDC4
DEPDC7
DEPTOR
DERA
DFNA5
DFNB31
DFNB59
DGAT2
DGCR14
DGCR6
DGCR8
DGKA
DGKB
DGKG
DGKI
DGKK
DGKZ
DHCR24
DHRS1
DHRS11
DHRS12
DHRS2
DHRS3
DHRS9
DHX16
DHX32
DHX33
DHX34
DHX35
DHX37
DHX38
DHX9
DIAPH1
DIAPH2
DIDO1
DIEXF
DIO2
DIO3
DIRAS1
DIRAS2
DISC1
DISP1
DKC1
DKK1
DKK2
DKK3
DKK4
DLC1
DLG2
DLG5
DLGAP1
DLGAP2
DLGAP3
DLK1
DLL1
DLL3
DLX2
DLX3
DLX5
DLX6
DMAP1
DMBT1
DMD
DMKN
DMRTA2
DNAH11
DNAH2
DNAH5
DNAJA3
DNAJA4
DNAJB14
DNAJB5
DNAJB9
DNAJC11
DNAJC15
DNAJC18
DNAJC2
DNAJC24
DNAJC28
DNAJC30
DNAJC4
DNAJC7
DNAJC9
DNASE1
DNASE1L1
DNLZ
DNMBP
DNMT1
DNMT3A
DNMT3B
DOC2B
DOCK10
DOCK11
DOCK3
DOCK4
DOCK5
DOCK8
DOHH
DOK3
DOK4
DOK5
DOK6
DOPEY2
DPCD
DPF1
DPF3
DPH1
DPH2
DPP10
DPP3
DPP4
DPP6
DPP9
DPPA4
DPY19L1
DPY19L2
DPY19L4
DPYD
DPYSL3
DPYSL4
DPYSL5
DRAM1
DRAM2
DSC1
DSC3
DSCAM
DSCAML1
DSE
DST
DSTN
DSTYK
DTD1
DTNA
DTX1
DUS3L
DUSP10
DUSP14
DUSP18
DUSP2
DUSP23
DUSP28
DUSP4
DUSP5
DUSP6
DUSP8
DUXA
DYNC1I1
DYNC1I2
DYNC2LI1
DYNLL2
DYNLT1
DYNLT3
DYRK1B
DYRK4
DYSF
E2F1
E2F2
E2F4
E2F7
E2F8
EAF2
EARS2
EBF2
EBF3
EBF4
EBNA1BP2
ECE1
ECE2
ECEL1
ECHDC2
ECI2
ECM1
ECSCR
EDA
EDAR
EDARADD
EDIL3
EDN1
EDNRB
EEF1A2
EFCAB1
EFCAB11
EFCAB4A
EFCAB4B
EFCAB5
EFCAB6
EFEMP1
EFEMP2
EFHC2
EFHD1
EFNA2
EFNA3
EFNB1
EFNB3
EFR3B
EFTUD1
EGF
EGFL7
EGFL8
EGFLAM
EGFR
EGLN1
EGLN3
EGR1
EHBP1L1
EHD2
EHD3
EHHADH
EHMT1
EHMT2
EID3
EIF1AD
EIF1AY
EIF2C1
EIF2C2
EIF3A
EIF3B
EIF3C
EIF3CL
EIF3G
EIF4A2
EIF4E3
EIF4G1
EIF5A2
EIF5B
ELAC2
ELAVL2
ELAVL4
ELF1
ELF3
ELFN1
ELK3
ELL2
ELL3
ELMO1
ELMO3
ELMOD1
ELMOD2
ELN
ELOVL2
ELTD1
EME2
EMID2
EMILIN1
EMILIN2
EML1
EML5
EMP3
EMR2
EMX1
ENC1
ENDOD1
ENDOV
ENHO
ENO2
ENO3
ENPEP
ENPP2
ENPP4
ENPP5
ENTPD1
ENTPD3
EOMES
EP400
EPAS1
EPB41L4A
EPB41L4B
EPB41L5
EPB49
EPCAM
EPDR1
EPHA1
EPHA10
EPHA2
EPHA3
EPHA4
EPHA7
EPHB1
EPHB2
EPHB3
EPHX3
EPM2A
EPOR
EPPK1
EPS8
EPS8L1
EPS8L2
EPSTI1
ERBB2
ERBB3
ERBB4
ERC2
ERCC2
ERCC6
ERG
ERICH1
ERLEC1
ERO1LB
ERRFI1
ERVMER34-1
ESAM
ESF1
ESM1
ESPL1
ESPN
ESRP1
ESRP2
ESRRG
ESYT3
ETFA
ETHE1
ETNK1
ETS1
ETV1
ETV2
ETV5
EVC2
EVI5
EVI5L
EVX1
EXD1
EXD2
EXOC3L1
EXOC6
EXOSC2
EXOSC3
EXOSC4
EXOSC5
EXPH5
EXT2
EXTL2
EYA2
EYA4
EZR
F10
F11R
F2R
F2RL1
F2RL2
F2RL3
F3
F8
FAAH
FAAH2
FABP5
FABP7
FADS6
FAH
FAIM
FAM101A
FAM104B
FAM107A
FAM108C1
FAM109B
FAM110B
FAM110C
FAM110D
FAM111A
FAM111B
FAM113A
FAM114A1
FAM115A
FAM115C
FAM117A
FAM120AOS
FAM120C
FAM122C
FAM123B
FAM124A
FAM125A
FAM126B
FAM127A
FAM127C
FAM129A
FAM131B
FAM133A
FAM134B
FAM135B
FAM136A
FAM13A
FAM13B
FAM13C
FAM149A
FAM149B1
FAM154B
FAM155A
FAM155B
FAM156A
FAM157A
FAM157B
FAM159B
FAM160A1
FAM167A
FAM169A
FAM171A1
FAM171A2
FAM173A
FAM174B
FAM175A
FAM176B
FAM177A1
FAM184A
FAM188A
FAM188B
FAM189A1
FAM18A
FAM18B2-CDRT4
FAM193A
FAM196B
FAM198A
FAM198B
FAM19A2
FAM19A4
FAM200A
FAM203A
FAM207A
FAM208B
FAM20A
FAM20C
FAM211A
FAM212A
FAM212B
FAM213B
FAM214A
FAM214B
FAM21A
FAM21B
FAM24B
FAM46A
FAM46B
FAM46C
FAM47E-STBD1
FAM49A
FAM54B
FAM59A
FAM65A
FAM65B
FAM69A
FAM70A
FAM81A
FAM82A1
FAM82A2
FAM83B
FAM83D
FAM83F
FAM83G
FAM83H
FAM84B
FAM89A
FAM89B
FAM8A1
FAM90A1
FAM92A1
FANCL
FANK1
FAR2
FARSA
FASN
FAT1
FAT2
FAT3
FAT4
FAXC
FBLN1
FBLN2
FBLN5
FBN1
FBN2
FBN3
FBP1
FBRS
FBRSL1
FBXL13
FBXL14
FBXL17
FBXL19
FBXL2
FBXL20
FBXL5
FBXL6
FBXL7
FBXO10
FBXO16
FBXO2
FBXO22
FBXO25
FBXO32
FBXO34
FBXO36
FBXO4
FBXO43
FBXO44
FBXO6
FBXO8
FBXW7
FCGRT
FCHO1
FCHO2
FECH
FEM1A
FEN1
FER
FERMT1
FERMT2
FEV
FEZ1
FEZF1
FFAR2
FGD4
FGD5
FGD6
FGF1
FGF10
FGF12
FGF17
FGF18
FGF19
FGF2
FGF4
FGF5
FGF7
FGF8
FGF9
FGFBP1
FGFBP3
FGFR1
FGFR1OP2
FGFR3
FGFR4
FHDC1
FHL1
FHL2
FHOD1
FHOD3
FIBCD1
FIBIN
FICD
FIGNL2
FILIP1
FILIP1L
FKBP14
FKBP1B
FKBP4
FKBP5
FKBP7
FKBP9
FKRP
FLAD1
FLI1
FLJ22184
FLJ27352
FLJ44635
FLNC
FLRT2
FLRT3
FLT1
FLVCR2
FMN1
FMN2
FMNL1
FMO4
FMO5
FMOD
FN1
FN3K
FNDC4
FOS
FOSB
FOSL1
FOXA2
FOXA3
FOXC1
FOXC2
FOXD1
FOXF1
FOXH1
FOXI3
FOXJ2
FOXL1
FOXM1
FOXN3
FOXO1
FOXP4
FOXQ1
FPGT
FRAS1
FREM1
FREM2
FRMD3
FRMD4B
FRMD5
FRMD6
FRMD8
FRMPD2
FRMPD4
FRRS1
FRS3
FRY
FRZB
FSBP
FSD1
FSHR
FSIP2
FST
FSTL1
FSTL4
FTSJ2
FTSJ3
FTSJD1
FUCA1
FURIN
FUS
FUT1
FUT11
FUT2
FUT4
FUT9
FXYD6
FYCO1
FYTTD1
FZD10
FZD2
FZD4
FZD5
FZD6
FZD7
FZD8
GAB1
GAB2
GABARAPL2
GABBR1
GABBR2
GABRA1
GABRA3
GABRA5
GABRA6
GABRB2
GABRE
GABRQ
GAD1
GADD45A
GADD45G
GADL1
GAL
GAL3ST1
GAL3ST3
GAL3ST4
GALC
GALK1
GALM
GALNT1
GALNT11
GALNT13
GALNT3
GALNT4
GAN
GAP43
GAPT
GAR1
GAS1
GAS2L1
GAS6
GAS7
GAS8
GATA3
GATA4
GATA5
GATA6
GATAD2A
GATM
GATS
GATSL2
GATSL3
GBAS
GBP4
GBP5
GCA
GCC1
GCH1
GCM1
GCN1L1
GCNT1
GCNT2
GCNT4
GDA
GDAP1
GDAP1L1
GDF10
GDF15
GDF3
GDF6
GDNF
GDPD1
GDPD2
GEM
GEMIN2
GEMIN4
GFM2
GFOD1
GFPT2
GFRA1
GFRA2
GGH
GGPS1
GGT1
GGT5
GHDC
GIGYF1
GIGYF2
GINS3
GIPC3
GJA3
GJA4
GJA5
GJB7
GKAP1
GLB1
GLB1L
GLB1L2
GLB1L3
GLCCI1
GLCE
GLDC
GLI3
GLI4
GLIPR1
GLIPR2
GLIS1
GLIS3
GLRA3
GLRX
GLS2
GLT1D1
GLT25D2
GLT8D1
GLT8D2
GLUD2
GLYATL1
GLYCTK
GMDS
GMEB2
GMPPB
GMPR
GNA14
GNAI1
GNAL
GNAZ
GNB3
GNB4
GNB5
GNE
GNG10
GNG11
GNG12
GNG2
GNG4
GNL3
GNL3L
GNPDA2
GNS
GOLGA6L6
GOLGA7
GOLIM4
GOLT1B
GON4L
GPATCH3
GPATCH4
GPC2
GPC3
GPC4
GPCPD1
GPER
GPLD1
GPM6B
GPN1
GPR111
GPR114
GPR115
GPR124
GPR126
GPR128
GPR135
GPR137C
GPR141
GPR155
GPR160
GPR176
GPR183
GPR19
GPR20
GPR27
GPR37
GPR37L1
GPR39
GPR50
GPR55
GPR63
GPR75-ASB3
GPR78
GPR83
GPR85
GPR98
GPRASP2
GPRC5C
GPRIN1
GPRIN2
GPRIN3
GPS2
GPSM2
GPSM3
GPX7
GPX8
GRAMD1C
GRAMD3
GRAP2
GRB14
GRB7
GREB1
GREB1L
GREM1
GREM2
GRHL1
GRHL2
GRHL3
GRIA3
GRIA4
GRID2
GRIK1
GRIK2
GRIK3
GRIK5
GRIN2B
GRIN2D
GRIN3A
GRIP2
GRIPAP1
GRK1
GRK5
GRM1
GRM3
GRM4
GRM8
GRP
GRPR
GRTP1
GRWD1
GSC
GSDMC
GSG2
GSN
GSTA2
GSTK1
GSTM2
GSTO2
GSTT1
GTF2B
GTF2F1
GTF2H2D
GTF2IRD2B
GTF3C4
GTF3C6
GTPBP3
GTPBP4
GTPBP5
GTPBP6
GTPBP8
GUCY1A2
GUCY1A3
GUCY1B3
GUCY2C
GULP1
GYG1
GYLTL1B
GYPA
GYPB
GYPC
GYPE
GZMM
H1F0
H1FX
H2AFY
H2AFY2
H2BFM
H6PD
HABP4
HADHB
HAGH
HAND1
HAND2
HAPLN1
HAPLN4
HAS2
HAS3
HAUS1
HBEGF
HBP1
HCFC1
HCFC2
HCLS1
HCN4
HCRTR2
HDAC5
HDC
HDDC3
HEATR1
HEATR2
HECA
HECW2
HEG1
HELLS
HERC3
HERC5
HES4
HEXB
HEXDC
HEXIM1
HEY1
HEY2
HGF
HGSNAT
HHAT
HHEX
HHIP
HHIPL1
HHIPL2
HIAT1
HIBADH
HIF1AN
HIGD1A
HINT3
HIP1
HIP1R
HIRA
HIRIP3
HIST1H1B
HIST1H1C
HIST1H1D
HIST1H2AC
HIST1H2AG
HIST1H2AI
HIST1H2AJ
HIST1H2AL
HIST1H2BC
HIST1H2BD
HIST1H2BE
HIST1H2BG
HIST1H2BH
HIST1H2BI
HIST1H2BM
HIST1H2BN
HIST1H2BO
HIST1H3B
HIST1H3G
HIST1H3I
HIST1H4B
HIST1H4H
HIST2H2AC
HIST4H4
HIVEP3
HK1
HK2
HLA-DMA
HLA-DOA
HLA-DPB1
HLA-DQA1
HLA-DQB2
HLA-DRA
HLA-DRB1
HLA-DRB5
HLA-G
HLTF
HLX
HMGA1
HMGB3
HMGCL
HMGN5
HMHA1
HMX1
HNF4A
HNF4G
HNMT
HNRNPAB
HNRNPD
HNRNPH1
HNRNPH3
HNRNPM
HNRNPU
HNRNPUL2
HNRPDL
HOMER3
HOOK1
HOOK2
